CleansedReadCode,Term,Disease,SnomedCTConceptId
M125z00,Contact dermatitis due to food NOS,Dermatitis atopic contact,67445002
M125z11,Egg contact dermatitis,Dermatitis atopic contact,238571008
M126000,Contact dermatitis due to lacquer tree,Dermatitis atopic contact,65394002
M126.00,Contact dermatitis due to plants,Dermatitis atopic contact,200821000
M126100,Contact dermatitis due to poison-ivy,Dermatitis atopic contact,200823002
M126200,Contact dermatitis due to poison-oak,Dermatitis atopic contact,200824008
M126300,Contact dermatitis due to poison-sumac,Dermatitis atopic contact,10901008
M126500,Contact dermatitis due to primrose,Dermatitis atopic contact,586008
M126600,Contact dermatitis due to ragweed,Dermatitis atopic contact,53930004
M126z00,Contact dermatitis due to plants NOS,Dermatitis atopic contact,200821000
M128000,Allergic contact dermatitis due to adhesives,Dermatitis atopic contact,200842003
M128.00,Allergic contact dermatitis,Dermatitis atopic contact,238575004
M128100,Allergic contact dermatitis due to cosmetics,Dermatitis atopic contact,200843008
M128200,Allergic contact dermatitis due drugs in contact with skin,Dermatitis atopic contact,200844002
M128300,Allergic contact dermatitis due to dyes,Dermatitis atopic contact,200845001
M128400,Allergic contact dermatitis due to other chemical products,Dermatitis atopic contact,10676871000119103
M128500,Allergic contact dermatitis due to food in contact with skin,Dermatitis atopic contact,200847009
M128600,"Allergic contact dermatitis due to plants, except food",Dermatitis atopic contact,200848004
M129000,Irritant contact dermatitis due to cosmetics,Dermatitis atopic contact,200851006
M129.00,Irritant contact dermatitis,Dermatitis atopic contact,110979008
M129100,Irritant contact dermatitis due drugs in contact with skin,Dermatitis atopic contact,200852004
M129200,Irritant contact dermatitis due to other chemical products,Dermatitis atopic contact,10628591000119103
M129300,Irritant contact dermatitis due to food in contact with skin,Dermatitis atopic contact,200854003
M129400,"Irritant contact dermatitis due to plants, except food",Dermatitis atopic contact,200855002
M12y000,Contact dermatitis due to cosmetics,Dermatitis atopic contact,78755001
M12y.00,Contact dermatitis due to other specified agents,Dermatitis atopic contact,40275004
M12y011,Lanolin contact dermatitis,Dermatitis atopic contact,238572001
M12y012,Perfume contact dermatitis,Dermatitis atopic contact,238573006
M12y100,Contact dermatitis due to cold weather,Dermatitis atopic contact,238506004
M12y200,Contact dermatitis due to dyes,Dermatitis atopic contact,6888008
M12y300,Contact dermatitis due to furs,Dermatitis atopic contact,200871002
M12y400,Contact dermatitis due to hot weather,Dermatitis atopic contact,279334008
M12y500,Contact dermatitis due to infra-red rays,Dermatitis atopic contact,279334008
M12y600,Contact dermatitis due to jewellery,Dermatitis atopic contact,85512009
M12y700,Contact dermatitis due to light (excluding sunlight),Dermatitis atopic contact,46787004
M12y800,Contact dermatitis due to metals,Dermatitis atopic contact,16228891000119105
M12y811,Nickel sensitivity,Dermatitis atopic contact,93419003
M12y900,Contact dermatitis due to preservatives,Dermatitis atopic contact,200877003
M12yA00,Contact dermatitis due to radiation NOS,Dermatitis atopic contact,81351008
M12yB00,Contact dermatitis due to ultra-violet rays (excluding sun),Dermatitis atopic contact,200879000
M12yC00,Contact dermatitis due to X-rays,Dermatitis atopic contact,69827001
M12yD00,Contact dermatitis due to casting materials,Dermatitis atopic contact,200881003
M12yz00,Contact dermatitis: specified agent NOS,Dermatitis atopic contact,40275004
M12z000,Dermatitis NOS,Dermatitis atopic contact,703938007
M12z.00,Contact dermatitis NOS,Dermatitis atopic contact,40275004
M12z100,Eczema NOS,Dermatitis atopic contact,43116000
M12z111,Discoid eczema,Dermatitis atopic contact,81418003
M12z200,Infected eczema,Dermatitis atopic contact,400079002
M12z300,Hand eczema,Dermatitis atopic contact,238539001
M12z400,Erythrodermic eczema,Dermatitis atopic contact,400005007
M12zz00,Contact dermatitis NOS,Dermatitis atopic contact,40275004
M130000,Generalized skin eruption due to drugs and medicaments,Dermatitis atopic contact,200892002
M130.00,Ingestion dermatitis due to drugs,Dermatitis atopic contact,267798001
M13..00,Ingestion dermatitis,Dermatitis atopic contact,200890005
M130100,Localized skin eruption due to drugs and medicaments,Dermatitis atopic contact,200893007
M130.11,Drug induced rash,Dermatitis atopic contact,28926001
M130200,Drug-induced erythroderma,Dermatitis atopic contact,238992001
M131.00,Ingestion dermatitis due to food,Dermatitis atopic contact,200895000
M13y.00,Ingestion dermatitis due to other specified substance,Dermatitis atopic contact,200890005
M13z.00,Ingestion dermatitis NOS,Dermatitis atopic contact,200890005
M15y200,Pityriasis rubra (Hebra),Dermatitis atopic contact,200948000
M165000,Pityriasis alba,Dermatitis atopic contact,402296004
M173.00,Lichen simplex,Dermatitis atopic contact,53891004
M182000,Prurigo aestivalis,Dermatitis atopic contact,201015007
M182.00,Prurigo,Dermatitis atopic contact,64144002
M182200,Prurigo mitis,Dermatitis atopic contact,201017004
M182300,Prurigo simplex,Dermatitis atopic contact,55608001
M182z00,Prurigo NOS,Dermatitis atopic contact,64144002
M183000,Prurigo nodularis (Hyde's disease),Dermatitis atopic contact,63501000
M183.00,Lichenification and lichen simplex chronicus,Dermatitis atopic contact,201020007
M183100,Neurodermatitis circumscripta,Dermatitis atopic contact,267854005
M183200,Lichen simplex,Dermatitis atopic contact,53891004
M183z00,Lichenification NOS,Dermatitis atopic contact,402237006
M1B..11,Juvenile plantar dermatitis,Dermatitis atopic contact,238590000
M1y0.00,Nummular dermatitis,Dermatitis atopic contact,81418003
M1y1.00,Cutaneous autosensitization,Dermatitis atopic contact,3014005
M252000,Dyshidrosis unspecified,Dermatitis atopic contact,402567004
M252.00,Dyshidrosis,Dermatitis atopic contact,402567004
M252100,Pompholyx unspecified,Dermatitis atopic contact,402567004
M252200,Cheiropompholyx,Dermatitis atopic contact,402222007
M252300,Podopompholyx,Dermatitis atopic contact,201201000
M252z00,Dyshidrosis NOS,Dermatitis atopic contact,402567004
M2y4100,Menstrual dermatosis,Dermatitis atopic contact,400028008
M2y4811,Juvenile plantar dermatitis,Dermatitis atopic contact,238590000
Myu2.00,[X]Dermatitis and eczema,Dermatitis atopic contact,479281000000106
Myu2100,[X]Allergic contact dermatitis due to oth chemical products,Dermatitis atopic contact,10676871000119103
Myu2200,[X]Exacerbation of eczema,Dermatitis atopic contact,135843006
Myu2300,[X]Allergic contact dermatitis due to other agents,Dermatitis atopic contact,238575004
Myu2400,[X]Irritant contact dermatitis due to oth chemical products,Dermatitis atopic contact,110979008
Myu2500,[X]Irritant contact dermatitis due to other agents,Dermatitis atopic contact,110979008
Myu2600,[X]Unspcfd contact dermatitis due to other chemical products,Dermatitis atopic contact,40275004
Myu2700,[X]Unspecified contact dermatitis due to other agents,Dermatitis atopic contact,40275004
Myu2A00,[X]Other prurigo,Dermatitis atopic contact,64144002
Myu2C00,[X]Other specified dermatitis,Dermatitis atopic contact,43116000
1594,,Female genital Prolapse,
7D17000,Ant and post colporrhaphy and amputation of cervix uteri,Female genital Prolapse,46226009
7D17100,Anterior colporrhaphy and amputation of cervix uteri NEC,Female genital Prolapse,82418001
7D17111,Fothergill anterior colporrhaphy and amputation of cervix,Female genital Prolapse,82418001
7D17200,Posterior colporrhaphy and amputation of cervix uteri NEC,Female genital Prolapse,176699005
7D17.00,Repair of vaginal prolapse and amputation of cervix uteri,Female genital Prolapse,176697007
7D17.11,Colporrhaphy and amputation of cervix uteri,Female genital Prolapse,176697007
7D17y00,Repair of vaginal prolapse & amputation of cervix uteri OS,Female genital Prolapse,176697007
7D17z00,Repair of vaginal prolapse & amputation of cervix uteri NOS,Female genital Prolapse,176697007
7D17z11,Manchester repair,Female genital Prolapse,82418001
7D18000,Anterior and posterior colporrhaphy NEC,Female genital Prolapse,13910004
7D18011,Anterior and posterior repair,Female genital Prolapse,13910004
7D18100,Anterior colporrhaphy NEC,Female genital Prolapse,39845007
7D18111,Anterior repair,Female genital Prolapse,39845007
7D18200,Posterior colporrhaphy NEC,Female genital Prolapse,397823004
7D18211,Posterior repair,Female genital Prolapse,397823004
7D18300,Repair of enterocele NEC,Female genital Prolapse,302371001
7D18311,McCall repair of enterocele,Female genital Prolapse,302371001
7D18312,Moschowitz repair of enterocele,Female genital Prolapse,386631003
7D18400,Colporrhaphy NEC,Female genital Prolapse,367444000
7D18500,Anterior mesh vaginal repair,Female genital Prolapse,314487008
7D18600,Paravaginal repair,Female genital Prolapse,227981000000105
7D18700,Anterior colporrhaphy with mesh reinforcement,Female genital Prolapse,314487008
7D18.00,Other repair of vaginal prolapse,Female genital Prolapse,238034001
7D18.11,Colporrhaphy,Female genital Prolapse,238034001
7D18800,Posterior colporrhaphy with mesh reinforcement,Female genital Prolapse,429574002
7D18y00,Other specified other repair of vaginal prolapse,Female genital Prolapse,238034001
7D18z00,Other repair of vaginal prolapse NOS,Female genital Prolapse,238034001
7D19000,Repair vaginal vault combined abdominal & vaginal approach,Female genital Prolapse,176712005
7D19100,Repair of vault of vagina using abdominal approach NEC,Female genital Prolapse,171456005
7D19200,Repair of vault of vagina using vaginal approach NEC,Female genital Prolapse,171456005
7D19300,Sacrocolpopexy,Female genital Prolapse,176716008
7D19400,Suspension of vagina NEC,Female genital Prolapse,171456005
7D19500,Sacrospinous fixation of vaginal vault,Female genital Prolapse,236859002
7D19600,Repair of vault of vagina with mesh using abdominal approach,Female genital Prolapse,426573009
7D19700,Repair of vault of vagina with mesh using vaginal approach,Female genital Prolapse,426193005
7D19.00,Repair of vault of vagina,Female genital Prolapse,171456005
7D19y00,Other specified repair of vault of vagina,Female genital Prolapse,171456005
7D19z00,Repair of vault of vagina NOS,Female genital Prolapse,171456005
7D1A411,Colpoperineorrhaphy,Female genital Prolapse,236857000
7D1B000,Insertion of Hodge pessary into vagina,Female genital Prolapse,176725002
7D1B100,Insertion of ring into vagina,Female genital Prolapse,176726001
7D1B200,Removal of supporting pessary from vagina,Female genital Prolapse,24893009
7D1B300,Change of vaginal pessary,Female genital Prolapse,31591008
7D1B400,Removal of ring pessary from vagina,Female genital Prolapse,236865002
7D1B500,Renewal of supporting pessary in vagina,Female genital Prolapse,31591008
7D1B600,Insertion of ring pessary into vagina,Female genital Prolapse,176726001
7D1B.00,Introduction of supporting pessary into vagina,Female genital Prolapse,45372001
7D1By00,Introduction of supporting pessary into vagina OS,Female genital Prolapse,45372001
7D1Bz00,Introduction of supporting pessary into vagina NOS,Female genital Prolapse,45372001
K510000,Cystocele without uterine prolapse,Female genital Prolapse,40421008
K510100,Cystourethrocele without uterine prolapse,Female genital Prolapse,82347009
K510200,Rectocele without uterine prolapse,Female genital Prolapse,62730001
K510211,Proctocele without uterine prolapse,Female genital Prolapse,62730001
K510300,Urethrocele without uterine prolapse,Female genital Prolapse,53944005
K510400,Vaginal prolapse unspecified without uterine prolapse,Female genital Prolapse,354737001
K510.00,Vaginal wall prolapse without uterine prolapse,Female genital Prolapse,354737001
K510z00,Vaginal prolapse without uterine prolapse NOS,Female genital Prolapse,354737001
K511000,First degree uterine prolapse,Female genital Prolapse,48230001
K511100,Second degree uterine prolapse,Female genital Prolapse,9283009
K511200,Third degree uterine prolapse,Female genital Prolapse,63871009
K511.00,Uterine prolapse without vaginal wall prolapse,Female genital Prolapse,11597004
K511.11,Descens uteri,Female genital Prolapse,24976005
K511z00,Uterine prolapse without vaginal wall prolapse NOS,Female genital Prolapse,11597004
K512000,Cystocele with first degree uterine prolapse,Female genital Prolapse,413938008
K512100,Cystocele with second degree uterine prolapse,Female genital Prolapse,413939000
K512.00,"Uterovaginal prolapse, incomplete",Female genital Prolapse,198268002
K513000,Cystocele with third degree uterine prolapse,Female genital Prolapse,413940003
K513.00,"Uterovaginal prolapse, complete",Female genital Prolapse,63871009
K513.11,Procidentia - uterine,Female genital Prolapse,63871009
K514000,Cystocele with unspecified uterine prolapse,Female genital Prolapse,413941004
K514.00,"Uterovaginal prolapse, unspecified",Female genital Prolapse,18973006
K515.00,Post hysterectomy vaginal vault prolapse,Female genital Prolapse,42116007
K516100,Acquired vaginal enterocele,Female genital Prolapse,355736000
K516.00,Vaginal enterocele,Female genital Prolapse,398061002
K516.11,Pelvic enterocele,Female genital Prolapse,398061002
K516z00,Vaginal enterocele NOS,Female genital Prolapse,398061002
K517.00,Old laceration of pelvic floor muscle,Female genital Prolapse,467003
K518.00,Female rectocele,Female genital Prolapse,447072005
K519.00,Cystocele,Female genital Prolapse,252005008
K51..00,Genital prolapse,Female genital Prolapse,73998008
K51y000,Incompetence of pelvic fundus,Female genital Prolapse,91034005
K51y100,Weakening of pelvic fundus,Female genital Prolapse,198278004
K51y300,Relaxation of pelvis,Female genital Prolapse,11374003
K51y.00,Other genital prolapse,Female genital Prolapse,73998008
K51yz00,Other genital prolapse NOS,Female genital Prolapse,73998008
K51z.00,Genital prolapse NOS,Female genital Prolapse,73998008
Kyu9100,[X]Other female genital prolapse,Female genital Prolapse,73998008
SP07900,Problem with vaginal pessary,Female genital Prolapse,213139001
2BE3.00,O/E - Horner's syndrome,Disorders of Autonomic Nervous System,164018003
F170000,Carotid sinus syndrome,Disorders of Autonomic Nervous System,51723007
F170100,Cervical sympathetic paralysis,Disorders of Autonomic Nervous System,192915005
F170.00,Idiopathic peripheral autonomic neuropathy,Disorders of Autonomic Nervous System,86489003
F170z00,Idiopathic peripheral autonomic neuropathy NOS,Disorders of Autonomic Nervous System,86489003
F171000,Autonomic neuropathy due to amyloid,Disorders of Autonomic Nervous System,192918007
F171100,Autonomic neuropathy due to diabetes,Disorders of Autonomic Nervous System,50620007
F171.00,Peripheral autonomic neuropathy disease EC,Disorders of Autonomic Nervous System,128123007
F171z00,Peripheral autonomic neuropathy due to disease NOS,Disorders of Autonomic Nervous System,11060002
F172.00,[X] Horners syndrome,Disorders of Autonomic Nervous System,271730003
F173.00,Shoulder-hand syndrome,Disorders of Autonomic Nervous System,2103002
F175.00,Autonomic dysreflexia,Disorders of Autonomic Nervous System,129618003
F17..00,Autonomic nervous system disorders,Disorders of Autonomic Nervous System,15241006
F17z.00,Autonomic nervous system disorder NOS,Disorders of Autonomic Nervous System,15241006
F17z.11,Horner's syndrome,Disorders of Autonomic Nervous System,271730003
F17z.12,Autonomic failure,Disorders of Autonomic Nervous System,84438001
F347.00,Complex regional pain syndrome type II,Disorders of Autonomic Nervous System,408751001
F369.00,Complex regional pain syndrome,Disorders of Autonomic Nervous System,128200000
FyuAC00,[X]Autonomic neuropathy/endocrine+metabolic diseases CE,Disorders of Autonomic Nervous System,15241006
FyuAD00,[X]Other disordrs/autonomic nervous system/other diseases CE,Disorders of Autonomic Nervous System,15241006
N337100,Sudek's atrophy,Disorders of Autonomic Nervous System,15743005
N337111,Reflex sympathetic dystrophy,Disorders of Autonomic Nervous System,50642008
